Booking ID,Booking Date,Booking Time,Customer ID,Driver ID,Vehicle Type,Pickup Location,Drop Location,Ride Distance (km),Booking Status,Cancellation Reason,Payment Method,Booking Value (INR),Driver Rating,Customer Rating,Ride Duration (min),Booking Day,Booking Month,Booking Week,Is Weekend,Booking Hour,Is Cancelled,Revenue per KM,Validation Flag
OLA100473,2024-06-24,09:25:00,CUST1370,DRV491,SUV,Koramangala,Jayanagar,5.9,Cancelled by Customer,Wrong pickup location,Not Applicable,0.0,,,0.0,Monday,June,26,No,9,Yes,0.0,OK
OLA100474,2024-05-02,20:51:00,CUST1018,DRV269,Sedan,KR Puram,Sarjapur Road,3.7,Success,Not Applicable,UPI,93.68,2.8,4.8,15.1,Thursday,May,18,No,20,No,25.32,OK
OLA100475,2024-05-13,09:46:00,CUST1347,DRV361,SUV,Koramangala,BTM Layout,9.4,Success,Not Applicable,UPI,201.52,4.1,4.5,25.1,Monday,May,20,No,9,No,21.44,OK
OLA100476,2024-02-08,09:01:00,CUST1173,DRV392,Auto,HSR Layout,Domlur,6.4,Success,Not Applicable,UPI,84.37,3.4,4.1,26.3,Thursday,February,6,No,9,No,13.18,OK
OLA100477,2024-03-21,17:17:00,CUST1211,Not Assigned,Sedan,BTM Layout,Bellandur,9.7,Driver Not Found,No drivers available in area,Not Applicable,0.0,,,0.0,Thursday,March,12,No,17,Yes,0.0,OK
OLA100478,2024-02-25,14:11:00,CUST1057,DRV391,Auto,Jayanagar,Whitefield,2.5,Success,Not Applicable,UPI,48.31,4.6,4.4,11.1,Sunday,February,8,Yes,14,No,19.32,OK
OLA100479,2024-05-03,18:33:00,CUST1158,DRV367,Mini,MG Road,JP Nagar,2.0,Success,Not Applicable,Credit Card,57.3,5.0,4.2,9.0,Friday,May,18,No,18,No,28.65,OK
OLA100480,2024-05-13,07:19:00,CUST1022,DRV504,Bike,Yelahanka,Airport (KIA),4.2,Success,Not Applicable,UPI,66.88,4.4,5.0,15.2,Monday,May,20,No,7,No,15.92,OK
OLA100481,2024-03-20,16:13:00,CUST1164,DRV302,Mini,Marathahalli,Sarjapur Road,3.0,Success,Not Applicable,UPI,57.57,4.3,4.3,12.1,Wednesday,March,12,No,16,No,19.19,OK
OLA100482,2024-01-04,21:35:00,CUST1263,DRV252,Mini,Banashankari,Sarjapur Road,6.6,Success,Not Applicable,UPI,97.15,3.8,4.4,17.9,Thursday,January,1,No,21,No,14.72,OK
OLA100483,2024-01-19,09:57:00,CUST1173,DRV476,Sedan,Electronic City,Koramangala,2.9,Success,Not Applicable,Cash,69.72,2.5,4.2,11.3,Friday,January,3,No,9,No,24.04,OK
OLA100484,2024-02-15,17:57:00,CUST1303,DRV428,SUV,Hebbal,Banashankari,18.1,Success,Not Applicable,Wallet,365.32,4.7,5.0,44.8,Thursday,February,7,No,17,No,20.18,OK
OLA100485,2024-04-29,15:05:00,CUST1416,DRV439,Mini,Hebbal,Airport (KIA),6.1,Cancelled by Driver,Customer not reachable,Not Applicable,0.0,,,0.0,Monday,April,18,No,15,Yes,0.0,OK
OLA100486,2024-06-06,08:23:00,CUST1200,DRV293,Auto,Yelahanka,Banashankari,3.7,Success,Not Applicable,Cash,58.2,3.9,4.0,13.1,Thursday,June,23,No,8,No,15.73,OK
OLA100487,2024-02-13,09:22:00,CUST1309,DRV494,Mini,MG Road,Rajajinagar,4.4,Cancelled by Customer,Booked by mistake,Not Applicable,0.0,,,0.0,Tuesday,February,7,No,9,Yes,0.0,OK
OLA100488,2024-05-22,16:50:00,CUST1154,DRV472,Sedan,Sarjapur Road,Rajajinagar,3.2,Success,Not Applicable,UPI,66.96,4.5,4.3,14.4,Wednesday,May,21,No,16,No,20.92,OK
OLA100489,2024-02-23,18:37:00,CUST1220,DRV422,SUV,Yelahanka,Sarjapur Road,5.0,Success,Not Applicable,Credit Card,125.82,3.4,4.4,17.4,Friday,February,8,No,18,No,25.16,OK
OLA100490,2024-05-04,07:38:00,CUST1237,DRV366,SUV,KR Puram,HSR Layout,3.7,Success,Not Applicable,Cash,90.84,4.2,5.0,14.5,Saturday,May,18,Yes,7,No,24.55,OK
OLA100491,2024-04-07,09:41:00,CUST1338,DRV231,Mini,Electronic City,Domlur,7.3,Success,Not Applicable,UPI,122.4,3.8,5.0,27.2,Sunday,April,14,Yes,9,No,16.77,OK
OLA100492,2024-05-16,09:39:00,CUST1295,DRV428,Mini,Yelahanka,Hebbal,4.1,Cancelled by Driver,Too far from pickup,Not Applicable,0.0,,,0.0,Thursday,May,20,No,9,Yes,0.0,OK
OLA100493,2024-04-21,17:58:00,CUST1176,DRV245,SUV,Domlur,Malleshwaram,6.5,Success,Not Applicable,Cash,144.13,3.4,4.6,21.8,Sunday,April,16,Yes,17,No,22.17,OK
OLA100494,2024-01-14,00:35:00,CUST1420,DRV383,Mini,Hebbal,Koramangala,6.3,Success,Not Applicable,Cash,167.26,4.0,5.0,37.6,Sunday,January,2,Yes,0,No,26.55,OK
OLA100495,2024-04-07,12:13:00,CUST1339,DRV288,Sedan,Jayanagar,Sarjapur Road,6.3,Cancelled by Driver,Personal emergency,Not Applicable,0.0,,,0.0,Sunday,April,14,Yes,12,Yes,0.0,OK
OLA100496,2024-02-09,09:55:00,CUST1343,DRV264,Mini,Whitefield,Koramangala,10.0,Cancelled by Driver,Personal emergency,Not Applicable,0.0,,,0.0,Friday,February,6,No,9,Yes,0.0,OK
OLA100497,2024-02-04,06:41:00,CUST1412,DRV412,Bike,Domlur,Rajajinagar,3.9,Success,Not Applicable,Cash,57.1,4.9,4.3,16.7,Sunday,February,5,Yes,6,No,14.64,OK
OLA100498,2024-02-27,08:38:00,CUST1003,DRV495,Sedan,BTM Layout,JP Nagar,8.1,Cancelled by Driver,Traffic/road closure,Not Applicable,0.0,,,0.0,Tuesday,February,9,No,8,Yes,0.0,OK
OLA100499,2024-04-03,03:02:00,CUST1290,DRV447,Auto,MG Road,Domlur,4.8,Success,Not Applicable,Wallet,67.85,4.1,4.5,20.8,Wednesday,April,14,No,3,No,14.14,OK
OLA100500,2024-03-12,12:05:00,CUST1267,DRV512,Mini,Airport (KIA),Whitefield,9.5,Success,Not Applicable,Ola Money,140.02,5.0,3.9,27.5,Tuesday,March,11,No,12,No,14.74,OK
OLA100501,2024-05-16,18:30:00,CUST1232,Not Assigned,Bike,Sarjapur Road,Yelahanka,6.1,Driver Not Found,No drivers available in area,Not Applicable,0.0,,,0.0,Thursday,May,20,No,18,Yes,0.0,OK
OLA100502,2024-03-16,09:02:00,CUST1355,DRV505,Auto,Sarjapur Road,Marathahalli,13.5,Success,Not Applicable,Wallet,124.84,3.7,4.6,42.1,Saturday,March,11,Yes,9,No,9.25,OK
OLA100503,2024-06-08,02:31:00,CUST1042,DRV264,SUV,Marathahalli,Hebbal,5.3,Success,Not Applicable,UPI,114.38,,,12.7,Saturday,June,23,Yes,2,No,21.58,OK
OLA100504,2024-02-14,20:47:00,CUST1077,DRV428,Sedan,HSR Layout,Hebbal,5.1,Success,Not Applicable,UPI,109.88,,,20.1,Wednesday,February,7,No,20,No,21.55,OK
OLA100505,2024-01-22,21:38:00,CUST1420,DRV278,Bike,Rajajinagar,Bellandur,6.8,Success,Not Applicable,Credit Card,62.94,4.1,4.5,18.4,Monday,January,4,No,21,No,9.26,OK
OLA100506,2024-03-29,05:16:00,CUST1386,DRV259,Mini,KR Puram,Bellandur,7.3,Success,Not Applicable,UPI,109.59,3.7,5.0,21.5,Friday,March,13,No,5,No,15.01,OK
OLA100507,2024-06-23,17:30:00,CUST1134,DRV274,SUV,Rajajinagar,Koramangala,12.9,Cancelled by Customer,Found alternate transport,Not Applicable,0.0,,,0.0,Sunday,June,25,Yes,17,Yes,0.0,OK
OLA100508,2024-06-22,09:33:00,CUST1349,DRV221,Mini,JP Nagar,Banashankari,5.6,Success,Not Applicable,UPI,105.29,5.0,4.4,18.0,Saturday,June,25,Yes,9,No,18.8,OK
OLA100509,2024-03-09,18:16:00,CUST1335,DRV499,Sedan,BTM Layout,Domlur,3.1,Success,Not Applicable,UPI,81.51,4.0,4.1,14.7,Saturday,March,10,Yes,18,No,26.29,OK
OLA100510,2024-01-03,17:53:00,CUST1034,DRV206,Sedan,Malleshwaram,MG Road,5.8,Success,Not Applicable,UPI,99.96,5.0,4.2,13.3,Wednesday,January,1,No,17,No,17.23,OK
OLA100511,2024-06-07,06:38:00,CUST1336,DRV311,Prime,MG Road,Electronic City,12.2,Success,Not Applicable,Credit Card,261.59,5.0,4.3,38.0,Friday,June,23,No,6,No,21.44,OK
OLA100512,2024-02-17,20:44:00,CUST1094,DRV329,Mini,Whitefield,Airport (KIA),12.3,Success,Not Applicable,Debit Card,177.98,3.8,4.6,38.2,Saturday,February,7,Yes,20,No,14.47,OK
OLA100513,2024-03-23,08:49:00,CUST1037,DRV341,Auto,Bellandur,Rajajinagar,2.7,Success,Not Applicable,Cash,46.58,5.0,4.2,8.8,Saturday,March,12,Yes,8,No,17.25,OK
OLA100514,2024-05-05,22:12:00,CUST1312,DRV401,Mini,Airport (KIA),MG Road,8.3,Success,Not Applicable,Ola Money,110.62,4.8,3.7,29.5,Sunday,May,18,Yes,22,No,13.33,OK
OLA100515,2024-03-07,06:04:00,CUST1036,DRV492,Auto,KR Puram,Koramangala,6.5,Success,Not Applicable,Credit Card,93.9,5.0,4.9,22.1,Thursday,March,10,No,6,No,14.45,OK
OLA100516,2024-03-09,07:21:00,CUST1200,DRV494,Mini,Airport (KIA),Malleshwaram,6.3,Cancelled by Customer,Change of plans,Not Applicable,0.0,,,0.0,Saturday,March,10,Yes,7,Yes,0.0,OK
OLA100517,2024-05-18,08:24:00,CUST1352,DRV446,Mini,JP Nagar,Banashankari,7.5,Success,Not Applicable,Credit Card,107.5,4.6,3.8,32.0,Saturday,May,20,Yes,8,No,14.33,OK
OLA100518,2024-04-03,14:21:00,CUST1041,DRV435,Auto,Hebbal,Jayanagar,9.9,Success,Not Applicable,Credit Card,99.5,4.7,5.0,28.6,Wednesday,April,14,No,14,No,10.05,OK
OLA100519,2024-01-28,16:22:00,CUST1249,DRV243,Bike,KR Puram,Jayanagar,5.5,Success,Not Applicable,Cash,52.2,3.7,4.5,17.3,Sunday,January,4,Yes,16,No,9.49,OK
OLA100520,2024-01-17,18:41:00,CUST1157,DRV455,SUV,KR Puram,Koramangala,11.5,Success,Not Applicable,UPI,223.11,4.0,4.4,26.0,Wednesday,January,3,No,18,No,19.4,OK
OLA100521,2024-06-16,17:29:00,CUST1347,DRV474,Mini,Sarjapur Road,BTM Layout,7.4,Success,Not Applicable,Cash,124.14,4.4,4.2,28.1,Sunday,June,24,Yes,17,No,16.78,OK
OLA100522,2024-06-07,04:44:00,CUST1332,DRV266,Mini,Indiranagar,Yelahanka,9.5,Success,Not Applicable,UPI,144.12,4.7,4.7,28.5,Friday,June,23,No,4,No,15.17,OK
OLA100523,2024-01-28,07:38:00,CUST1409,DRV515,Mini,Jayanagar,KR Puram,3.2,Cancelled by Customer,Wrong pickup location,Not Applicable,0.0,,,0.0,Sunday,January,4,Yes,7,Yes,0.0,OK
OLA100524,2024-06-22,11:07:00,CUST1350,DRV494,SUV,Yelahanka,Jayanagar,11.4,Success,Not Applicable,UPI,243.13,4.5,5.0,32.9,Saturday,June,25,Yes,11,No,21.33,OK
OLA100525,2024-04-16,07:23:00,CUST1283,DRV284,Sedan,Sarjapur Road,Indiranagar,5.2,Cancelled by Customer,Wrong pickup location,Not Applicable,0.0,,,0.0,Tuesday,April,16,No,7,Yes,0.0,OK
OLA100526,2024-06-05,10:10:00,CUST1008,DRV449,Mini,Koramangala,Jayanagar,4.8,Success,Not Applicable,Credit Card,95.58,4.8,3.6,14.6,Wednesday,June,23,No,10,No,19.91,OK
OLA100527,2024-05-01,17:13:00,CUST1073,DRV338,SUV,Rajajinagar,BTM Layout,2.9,Success,Not Applicable,Cash,95.34,3.7,4.6,12.5,Wednesday,May,18,No,17,No,32.88,OK
OLA100528,2024-01-23,16:50:00,CUST1154,Not Assigned,Sedan,JP Nagar,BTM Layout,10.3,Driver Not Found,No drivers available in area,Not Applicable,0.0,,,0.0,Tuesday,January,4,No,16,Yes,0.0,OK
OLA100529,2024-01-25,16:55:00,CUST1389,DRV476,SUV,KR Puram,Jayanagar,5.6,Success,Not Applicable,Wallet,124.09,4.2,4.4,17.6,Thursday,January,4,No,16,No,22.16,OK
OLA100530,2024-05-01,13:10:00,CUST1343,DRV222,Mini,Banashankari,Hebbal,4.4,Success,Not Applicable,Cash,69.69,4.3,5.0,17.3,Wednesday,May,18,No,13,No,15.84,OK
OLA100531,2024-01-27,18:59:00,CUST1275,DRV290,Mini,Koramangala,Malleshwaram,3.2,Success,Not Applicable,Cash,65.65,4.4,4.5,13.7,Saturday,January,4,Yes,18,No,20.52,OK
OLA100532,2024-04-17,08:43:00,CUST1166,DRV317,Auto,Yelahanka,BTM Layout,8.9,Success,Not Applicable,UPI,89.14,4.4,4.9,21.9,Wednesday,April,16,No,8,No,10.02,OK
OLA100533,2024-04-30,15:03:00,CUST1223,DRV274,Mini,Domlur,KR Puram,1.0,Success,Not Applicable,UPI,31.34,4.7,5.0,5.6,Tuesday,April,18,No,15,No,31.34,OK
OLA100534,2024-03-10,08:08:00,CUST1016,DRV491,Mini,Electronic City,MG Road,4.8,Success,Not Applicable,Ola Money,93.35,4.2,4.9,18.2,Sunday,March,10,Yes,8,No,19.45,OK
OLA100535,2024-06-03,07:50:00,CUST1326,DRV513,Bike,Sarjapur Road,JP Nagar,14.9,Success,Not Applicable,Wallet,130.05,5.0,3.9,34.7,Monday,June,23,No,7,No,8.73,OK
OLA100536,2024-05-31,13:29:00,CUST1142,DRV207,Auto,BTM Layout,Marathahalli,9.6,Success,Not Applicable,UPI,101.62,4.2,4.0,24.4,Friday,May,22,No,13,No,10.59,OK
OLA100537,2024-05-26,20:26:00,CUST1022,DRV220,Prime,Malleshwaram,Indiranagar,5.4,Success,Not Applicable,UPI,135.77,4.3,5.0,17.2,Sunday,May,21,Yes,20,No,25.14,OK
OLA100538,2024-05-06,08:35:00,CUST1385,DRV206,Auto,Rajajinagar,Jayanagar,4.0,Success,Not Applicable,Cash,50.98,4.4,4.2,11.4,Monday,May,19,No,8,No,12.74,OK
OLA100539,2024-03-19,07:29:00,CUST1439,DRV492,Auto,Koramangala,Airport (KIA),1.3,Success,Not Applicable,Ola Money,39.31,4.0,4.1,5.9,Tuesday,March,12,No,7,No,30.24,OK
OLA100540,2024-06-09,12:40:00,CUST1000,DRV236,Sedan,Yelahanka,JP Nagar,2.3,Success,Not Applicable,Cash,48.18,4.3,4.0,14.0,Sunday,June,23,Yes,12,No,20.95,OK
OLA100541,2024-02-23,18:05:00,CUST1317,DRV371,Auto,Indiranagar,JP Nagar,3.9,Success,Not Applicable,UPI,74.56,4.1,4.0,10.4,Friday,February,8,No,18,No,19.12,OK
OLA100542,2024-06-07,04:23:00,CUST1089,DRV486,Auto,JP Nagar,Jayanagar,7.3,Success,Not Applicable,Credit Card,77.55,5.0,4.6,23.0,Friday,June,23,No,4,No,10.62,OK
OLA100543,2024-05-28,19:44:00,CUST1107,DRV315,Sedan,Marathahalli,JP Nagar,5.4,Success,Not Applicable,Cash,111.01,4.4,4.0,21.2,Tuesday,May,22,No,19,No,20.56,OK
OLA100544,2024-05-14,19:30:00,CUST1363,DRV472,Auto,JP Nagar,Hebbal,4.9,Success,Not Applicable,Wallet,67.76,3.8,4.4,16.9,Tuesday,May,20,No,19,No,13.83,OK
OLA100545,2024-01-17,08:56:00,CUST1234,DRV244,Mini,HSR Layout,Yelahanka,11.3,Success,Not Applicable,UPI,168.05,3.9,3.6,36.1,Wednesday,January,3,No,8,No,14.87,OK
OLA100546,2024-02-08,19:33:00,CUST1321,DRV211,Mini,JP Nagar,Electronic City,1.7,Success,Not Applicable,UPI,47.92,3.3,4.8,5.7,Thursday,February,6,No,19,No,28.19,OK
OLA100547,2024-01-06,19:14:00,CUST1427,DRV466,Auto,Rajajinagar,Domlur,14.3,Success,Not Applicable,Credit Card,139.68,4.0,4.5,43.6,Saturday,January,1,Yes,19,No,9.77,OK
OLA100548,2024-05-20,12:19:00,CUST1290,DRV267,Bike,Hebbal,HSR Layout,14.9,Success,Not Applicable,Ola Money,128.08,4.8,4.0,42.3,Monday,May,21,No,12,No,8.6,OK
OLA100549,2024-02-07,10:29:00,CUST1085,DRV516,Bike,JP Nagar,Hebbal,1.3,Success,Not Applicable,Debit Card,28.27,4.2,3.9,10.2,Wednesday,February,6,No,10,No,21.75,OK
OLA100551,2024-04-05,12:10:00,CUST1273,DRV354,Mini,Koramangala,Rajajinagar,5.4,Success,Not Applicable,UPI,102.33,3.6,5.0,17.9,Friday,April,14,No,12,No,18.95,OK
OLA100552,2024-05-19,22:21:00,CUST1331,DRV351,Sedan,Hebbal,Domlur,5.7,Cancelled by Customer,Wrong pickup location,Not Applicable,0.0,,,0.0,Sunday,May,20,Yes,22,Yes,0.0,OK
OLA100553,2024-04-23,10:07:00,CUST1374,DRV445,Bike,Electronic City,Sarjapur Road,6.1,Success,Not Applicable,UPI,55.11,4.9,4.5,17.1,Tuesday,April,17,No,10,No,9.03,OK
OLA100554,2024-03-24,05:41:00,CUST1099,DRV498,SUV,Marathahalli,Jayanagar,4.0,Success,Not Applicable,UPI,87.68,4.5,4.4,15.9,Sunday,March,12,Yes,5,No,21.92,OK
OLA100555,2024-05-11,11:31:00,CUST1162,DRV508,SUV,Indiranagar,Bellandur,3.7,Success,Not Applicable,UPI,93.53,4.3,4.3,13.6,Saturday,May,19,Yes,11,No,25.28,OK
OLA100556,2024-03-29,10:28:00,CUST1447,DRV487,Mini,KR Puram,Rajajinagar,5.6,Success,Not Applicable,Cash,100.71,3.2,3.4,19.3,Friday,March,13,No,10,No,17.98,OK
OLA100557,2024-04-16,07:37:00,CUST1306,DRV244,Mini,Hebbal,Malleshwaram,9.4,Success,Not Applicable,Cash,148.05,4.9,4.6,32.4,Tuesday,April,16,No,7,No,15.75,OK
OLA100558,2024-04-06,06:26:00,CUST1327,DRV339,Sedan,JP Nagar,KR Puram,3.9,Success,Not Applicable,Cash,90.91,5.0,3.9,14.9,Saturday,April,14,Yes,6,No,23.31,OK
OLA100559,2024-05-21,13:52:00,CUST1423,DRV354,Bike,Hebbal,Malleshwaram,2.9,Success,Not Applicable,UPI,49.18,5.0,4.3,11.5,Tuesday,May,21,No,13,No,16.96,OK
OLA100560,2024-06-12,19:30:00,CUST1063,DRV347,Sedan,Airport (KIA),BTM Layout,7.2,Success,Not Applicable,Cash,116.65,4.5,3.5,25.2,Wednesday,June,24,No,19,No,16.2,OK
OLA100561,2024-04-02,15:36:00,CUST1223,DRV332,Auto,Airport (KIA),MG Road,3.8,Success,Not Applicable,Cash,56.6,,,16.1,Tuesday,April,14,No,15,No,14.89,OK
OLA100562,2024-02-07,09:56:00,CUST1354,DRV269,Sedan,Indiranagar,Hebbal,11.1,Success,Not Applicable,UPI,181.23,5.0,4.3,23.5,Wednesday,February,6,No,9,No,16.33,OK
OLA100563,2024-06-12,20:32:00,CUST1099,DRV293,Auto,Domlur,HSR Layout,6.0,Cancelled by Customer,Wrong pickup location,Not Applicable,0.0,,,0.0,Wednesday,June,24,No,20,Yes,0.0,OK
OLA100564,2024-03-18,08:44:00,CUST1352,DRV385,Mini,Sarjapur Road,Banashankari,4.9,Success,Not Applicable,Cash,93.6,4.8,4.4,15.9,Monday,March,12,No,8,No,19.1,OK
OLA100565,2024-03-28,20:10:00,CUST1052,DRV311,Mini,BTM Layout,Jayanagar,5.4,Success,Not Applicable,Ola Money,98.25,,,19.4,Thursday,March,13,No,20,No,18.19,OK
OLA100566,2024-05-21,17:51:00,CUST1058,DRV413,Sedan,Whitefield,Electronic City,1.9,Cancelled by Driver,Personal emergency,Not Applicable,0.0,,,0.0,Tuesday,May,21,No,17,Yes,0.0,OK
OLA100567,2024-03-30,09:23:00,CUST1071,DRV426,Bike,Domlur,Malleshwaram,3.5,Success,Not Applicable,Debit Card,58.91,3.6,4.1,9.7,Saturday,March,13,Yes,9,No,16.83,OK
OLA100568,2024-02-26,07:44:00,CUST1072,DRV316,Sedan,Jayanagar,Electronic City,5.9,Success,Not Applicable,UPI,127.03,4.5,4.4,15.0,Monday,February,9,No,7,No,21.53,OK
OLA100569,2024-05-03,18:02:00,CUST1100,DRV255,Mini,Malleshwaram,Domlur,2.8,Success,Not Applicable,Credit Card,47.58,,,10.2,Friday,May,18,No,18,No,16.99,OK
OLA100570,2024-01-25,18:58:00,CUST1308,DRV305,SUV,Jayanagar,HSR Layout,4.5,Success,Not Applicable,UPI,116.12,4.2,3.9,20.0,Thursday,January,4,No,18,No,25.8,OK
OLA100571,2024-05-28,10:10:00,CUST1437,DRV456,Auto,Domlur,BTM Layout,4.8,Success,Not Applicable,Cash,68.55,4.1,5.0,16.4,Tuesday,May,22,No,10,No,14.28,OK
OLA100572,2024-02-19,21:10:00,CUST1386,DRV475,Mini,MG Road,BTM Layout,8.5,Cancelled by Customer,Found alternate transport,Not Applicable,0.0,,,0.0,Monday,February,8,No,21,Yes,0.0,OK
OLA100573,2024-04-03,17:11:00,CUST1225,DRV254,Mini,Banashankari,Rajajinagar,5.0,Success,Not Applicable,UPI,82.72,4.7,4.2,19.2,Wednesday,April,14,No,17,No,16.54,OK
OLA100574,2024-04-29,06:08:00,CUST1253,DRV384,Auto,JP Nagar,Indiranagar,11.9,Success,Not Applicable,Credit Card,112.67,4.5,3.6,35.3,Monday,April,18,No,6,No,9.47,OK
OLA100575,2024-06-24,22:28:00,CUST1115,DRV483,Sedan,Rajajinagar,Jayanagar,2.2,Cancelled by Driver,Personal emergency,Not Applicable,0.0,,,0.0,Monday,June,26,No,22,Yes,0.0,OK
OLA100576,2024-06-22,10:00:00,CUST1345,DRV451,Auto,Bellandur,Airport (KIA),2.7,Success,Not Applicable,Credit Card,52.28,4.4,5.0,12.6,Saturday,June,25,Yes,10,No,19.36,OK
OLA100577,2024-01-27,18:57:00,CUST1086,DRV233,Sedan,Jayanagar,Banashankari,7.0,Cancelled by Customer,Found alternate transport,Not Applicable,0.0,,,0.0,Saturday,January,4,Yes,18,Yes,0.0,OK
OLA100578,2024-02-01,08:27:00,CUST1371,DRV455,Mini,Sarjapur Road,Domlur,1.7,Cancelled by Customer,Wrong pickup location,Not Applicable,0.0,,,0.0,Thursday,February,5,No,8,Yes,0.0,OK
OLA100579,2024-04-12,10:42:00,CUST1308,DRV407,Prime,Malleshwaram,Marathahalli,4.2,Success,Not Applicable,UPI,103.42,4.2,4.2,17.7,Friday,April,15,No,10,No,24.62,OK
OLA100580,2024-02-04,02:47:00,CUST1027,DRV234,Sedan,Koramangala,Jayanagar,1.5,Success,Not Applicable,UPI,47.48,4.7,4.3,10.2,Sunday,February,5,Yes,2,No,31.65,OK
OLA100581,2024-01-20,17:33:00,CUST1392,DRV452,Auto,Jayanagar,Yelahanka,2.8,Success,Not Applicable,Ola Money,57.26,2.8,4.3,11.8,Saturday,January,3,Yes,17,No,20.45,OK
OLA100582,2024-05-19,01:48:00,CUST1016,DRV420,Bike,MG Road,Rajajinagar,11.5,Cancelled by Customer,Found alternate transport,Not Applicable,0.0,,,0.0,Sunday,May,20,Yes,1,Yes,0.0,OK
OLA100583,2024-04-27,03:11:00,CUST1285,DRV355,Bike,HSR Layout,Malleshwaram,17.7,Success,Not Applicable,Cash,134.12,4.0,4.3,51.9,Saturday,April,17,Yes,3,No,7.58,OK
OLA100584,2024-05-05,17:43:00,CUST1276,DRV492,Sedan,JP Nagar,HSR Layout,24.1,Success,Not Applicable,Credit Card,367.6,3.4,4.5,65.8,Sunday,May,18,Yes,17,No,15.25,OK
OLA100585,2024-03-31,18:18:00,CUST1164,DRV231,Mini,Indiranagar,HSR Layout,16.1,Success,Not Applicable,Ola Money,217.21,4.5,4.2,36.2,Sunday,March,13,Yes,18,No,13.49,OK
OLA100586,2024-03-28,11:27:00,CUST1176,DRV382,Sedan,Indiranagar,Marathahalli,7.1,Success,Not Applicable,UPI,121.83,4.1,4.3,23.7,Thursday,March,13,No,11,No,17.16,OK
OLA100587,2024-03-19,07:10:00,CUST1010,DRV475,Sedan,KR Puram,Rajajinagar,5.8,Cancelled by Driver,Too far from pickup,Not Applicable,0.0,,,0.0,Tuesday,March,12,No,7,Yes,0.0,OK
OLA100588,2024-01-06,17:37:00,CUST1011,DRV362,Sedan,Bellandur,Yelahanka,11.6,Cancelled by Customer,Change of plans,Not Applicable,0.0,,,0.0,Saturday,January,1,Yes,17,Yes,0.0,OK
OLA100589,2024-06-25,17:21:00,CUST1254,DRV457,Bike,Yelahanka,HSR Layout,5.8,Success,Not Applicable,Ola Money,68.24,3.8,4.1,19.4,Tuesday,June,26,No,17,No,11.77,OK
OLA100590,2024-01-20,19:34:00,CUST1109,DRV347,Mini,Hebbal,Domlur,4.1,Success,Not Applicable,Ola Money,72.16,5.0,5.0,11.2,Saturday,January,3,Yes,19,No,17.6,OK
OLA100591,2024-01-25,15:17:00,CUST1034,DRV490,Bike,Airport (KIA),Rajajinagar,5.1,Cancelled by Customer,Wrong pickup location,Not Applicable,0.0,,,0.0,Thursday,January,4,No,15,Yes,0.0,OK
OLA100592,2024-03-18,13:19:00,CUST1221,DRV476,Sedan,Rajajinagar,Bellandur,5.8,Success,Not Applicable,Ola Money,103.74,4.5,4.6,18.0,Monday,March,12,No,13,No,17.89,OK
OLA100593,2024-06-09,17:55:00,CUST1095,DRV495,Sedan,KR Puram,Marathahalli,14.1,Success,Not Applicable,Cash,240.51,4.2,4.3,38.4,Sunday,June,23,Yes,17,No,17.06,OK
OLA100594,2024-05-24,18:03:00,CUST1267,DRV302,Sedan,Electronic City,Marathahalli,5.3,Success,Not Applicable,UPI,93.71,,,18.9,Friday,May,21,No,18,No,17.68,OK
OLA100595,2024-01-17,16:54:00,CUST1211,DRV336,Bike,HSR Layout,Hebbal,10.9,Success,Not Applicable,UPI,101.01,4.7,4.5,33.5,Wednesday,January,3,No,16,No,9.27,OK
OLA100596,2024-03-20,12:35:00,CUST1223,DRV416,Auto,Indiranagar,BTM Layout,6.0,Success,Not Applicable,Credit Card,67.78,4.1,4.9,23.5,Wednesday,March,12,No,12,No,11.3,OK
OLA100597,2024-02-15,16:02:00,CUST1369,DRV448,Auto,Indiranagar,MG Road,11.5,Success,Not Applicable,Ola Money,116.42,3.7,3.7,44.3,Thursday,February,7,No,16,No,10.12,OK
OLA100598,2024-06-20,17:05:00,CUST1203,DRV271,Mini,Sarjapur Road,Malleshwaram,4.0,Success,Not Applicable,Ola Money,86.99,4.8,4.1,15.8,Thursday,June,25,No,17,No,21.75,OK
OLA100599,2024-03-05,13:05:00,CUST1121,DRV507,Mini,Yelahanka,Banashankari,10.0,Success,Not Applicable,Ola Money,149.97,4.7,4.7,27.0,Tuesday,March,10,No,13,No,15.0,OK
OLA100600,2024-02-25,07:11:00,CUST1109,DRV340,Sedan,Marathahalli,Domlur,3.9,Success,Not Applicable,Cash,71.28,4.6,4.7,11.1,Sunday,February,8,Yes,7,No,18.28,OK
OLA100601,2024-05-01,17:17:00,CUST1450,Not Assigned,Sedan,Banashankari,Hebbal,12.0,Driver Not Found,No drivers available in area,Not Applicable,0.0,,,0.0,Wednesday,May,18,No,17,Yes,0.0,OK
OLA100602,2024-06-04,03:47:00,CUST1339,DRV227,Auto,BTM Layout,Hebbal,7.5,Success,Not Applicable,Debit Card,91.58,4.9,4.0,18.5,Tuesday,June,23,No,3,No,12.21,OK
OLA100603,2024-02-01,14:15:00,CUST1439,DRV426,Sedan,Bellandur,Marathahalli,5.9,Cancelled by Driver,Customer not reachable,Not Applicable,0.0,,,0.0,Thursday,February,5,No,14,Yes,0.0,OK
